$,int,Skip,int,Skip,int,Skip,Skip,int,String,int,Array,int,int,int,int,int,int,int,int,Array,Array,Array,Array,Array,Array,int
,15110101,劈乌,151101011,劈乌普攻1,151101012,劈乌普攻1,,15110101,pn_att1,,[15600601],,3,"[[15110101,15110102,15110103]]",1,1,1,0,4,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,,,10
,15110102,劈乌,151101021,劈乌普攻2,151101022,劈乌普攻2,,15110102,pn_att2,,[15600601],,0,,1,1,1,0,4,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,,,10
,15110103,劈乌,151101031,劈乌普攻3,151101032,劈乌普攻3,,15110103,pn_att3,,[15600601],,0,,1,1,1,0,4,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,,,10
,15110104,劈乌,151101041,劈乌普攻4,151101042,劈乌普攻4,,15110104,pn_att4,,,,0,,1,1,1,0,4,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,,,10
,15110105,劈乌,151101051,劈乌普攻5,151101052,劈乌普攻5,,15110105,pn_att5,,,,0,,1,1,1,0,4,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,,,10
,15110106,劈乌,151101061,黑鸦缭乱,151101062,将斩魄刀化成飞行道具，围绕在本体周身，攻击靠近的敌人。,,15110106,pn_pnhr,,[15600602],,1,,2,1,1,17,15,,,"[135,140,145,150,160,170,180,190,200,210,220,230,240,250,260,275,290,305,320,335,350,365,385,405,425,445,470,495,525,555,590,625,665,705,750,800,850,905,965,1030,1100,1175,1255,1340,1435,1535,1640,1755,1875,2005,2145,2295,2455,2625,2805,3000,3205,3425,3660,3910,4175,4460,4760,5080,5420,5785,6170,6580,7020,7485,7980,8505,9065,9660,10290,10960,11670,12425,13225,14075]",,"[43,45,46,48,51,54,58,61,64,67,70,74,77,80,83,88,93,98,102,107,112,117,123,130,136,142,150,158,168,178,189,200,213,226,240,256,272,290,309,330,352,376,402,429,459,491,525,562,600,642,686,734,786,840,898,960,1026,1096,1171,1251,1336,1427,1523,1626,1734,1851,1974,2106,2246,2395,2554,2722,2901,3091,3293,3507,3734,3976,4232,4504]","[100,100,100,100,200,200,200,200,200,200,200,200,200,200,200,300,300,300,300,300,300,300,400,400,400,400,500,500,600,600,700,700,800,800,900,1000,1000,1100,1200,1300,1400,1500,1600,1700,1900,2000,2100,2300,2400,2600,2800,3000,3200,3400,3600,3900,4100,4400,4700,5000,5300,5700,6000,6400,6800,7300,7700,8200,8800,9300,9900,10500,11200,11900,12600,13400,14200,15100,16000,17000]",10
,15110107,劈乌,151101071,镰鼬之风,151101072,将斩魄刀化成飞行道具，在后跳的同时向前射出三枚飞行道具。,,15110107,pn_hbsj,,[15600603],,3,,2,1,1,5,3,,,"[788,817,846,875,933,992,1050,1108,1167,1225,1283,1342,1400,1458,1517,1604,1692,1779,1867,1954,2042,2129,2246,2362,2479,2596,2742,2888,3062,3238,3442,3646,3879,4112,4375,4667,4958,5279,5629,6008,6417,6854,7321,7817,8371,8954,9567,10238,10938,11696,12512,13388,14321,15312,16362,17500,18696,19979,21350,22808,24354,26017,27767,29633,31617,33746,35992,38383,40950,43662,46550,49612,52879,56350,60025,63933,68075,72479,77146,82104]",,"[50,52,54,56,60,63,67,71,75,78,82,86,90,93,97,103,108,114,119,125,131,136,144,151,159,166,175,185,196,207,220,233,248,263,280,299,317,338,360,385,411,439,469,500,536,573,612,655,700,749,801,857,917,980,1047,1120,1197,1279,1366,1460,1559,1665,1777,1897,2023,2160,2303,2457,2621,2794,2979,3175,3384,3606,3842,4092,4357,4639,4937,5255]","[117,117,117,117,233,233,233,233,233,233,233,233,233,233,233,350,350,350,350,350,350,350,467,467,467,467,583,583,700,700,817,817,933,933,1050,1167,1167,1283,1400,1517,1633,1750,1867,1983,2217,2333,2450,2683,2800,3033,3267,3500,3733,3967,4200,4550,4783,5133,5483,5833,6183,6650,7000,7467,7933,8517,8983,9567,10267,10850,11550,12250,13067,13883,14700,15633,16567,17617,18667,19833]",10
,15110108,劈乌,151101081,群鸦风暴,151101082,将斩魄刀化成飞行道具，飞至高空然后下落，攻击大范围敌人。,,15110108,pn_zcgf,,[15600604],,3,,2,1,1,9,8,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,"[58,60,62,64,68,73,77,81,85,90,94,98,102,107,111,117,124,130,137,143,149,156,164,173,181,190,201,211,224,237,252,267,284,301,320,341,363,386,412,439,469,501,535,572,612,655,700,749,800,855,915,979,1047,1120,1197,1280,1367,1461,1562,1668,1781,1903,2031,2167,2313,2468,2633,2807,2995,3194,3405,3629,3868,4122,4390,4676,4979,5301,5643,6005]","[133,133,133,133,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,533,533,533,533,667,667,800,800,933,933,1067,1067,1200,1333,1333,1467,1600,1733,1867,2000,2133,2267,2533,2667,2800,3067,3200,3467,3733,4000,4267,4533,4800,5200,5467,5867,6267,6667,7067,7600,8000,8533,9067,9733,10267,10933,11733,12400,13200,14000,14933,15867,16800,17867,18933,20133,21333,22667]",10
,15110109,劈乌,151101091,镰鼬之风-解放1,151101092,将斩魄刀化成飞行道具，在后跳的同时向前射出三枚飞行道具。,1数量,15110107,pn_hbsj_2,,[15600605],,3,,2,1,1,5,5,,,"[540,560,580,600,640,680,720,760,800,840,880,920,960,1000,1040,1100,1160,1220,1280,1340,1400,1460,1540,1620,1700,1780,1880,1980,2100,2220,2360,2500,2660,2820,3000,3200,3400,3620,3860,4120,4400,4700,5020,5360,5740,6140,6560,7020,7500,8020,8580,9180,9820,10500,11220,12000,12820,13700,14640,15640,16700,17840,19040,20320,21680,23140,24680,26320,28080,29940,31920,34020,36260,38640,41160,43840,46680,49700,52900,56300]",,"[58,60,62,64,68,73,77,81,85,90,94,98,102,107,111,117,124,130,137,143,149,156,164,173,181,190,201,211,224,237,252,267,284,301,320,341,363,386,412,439,469,501,535,572,612,655,700,749,800,855,915,979,1047,1120,1197,1280,1367,1461,1562,1668,1781,1903,2031,2167,2313,2468,2633,2807,2995,3194,3405,3629,3868,4122,4390,4676,4979,5301,5643,6005]","[133,133,133,133,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,533,533,533,533,667,667,800,800,933,933,1067,1067,1200,1333,1333,1467,1600,1733,1867,2000,2133,2267,2533,2667,2800,3067,3200,3467,3733,4000,4267,4533,4800,5200,5467,5867,6267,6667,7067,7600,8000,8533,9067,9733,10267,10933,11733,12400,13200,14000,14933,15867,16800,17867,18933,20133,21333,22667]",10
,15110110,劈乌,151101101,镰鼬之风-解放2,151101102,将斩魄刀化成飞行道具，在后跳的同时向前射出三枚飞行道具。,2减CD+数量,15110107,pn_hbsj_2,,[15600606],,3,,2,1,1,3,5,,,"[675,700,725,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1375,1450,1525,1600,1675,1750,1825,1925,2025,2125,2225,2350,2475,2625,2775,2950,3125,3325,3525,3750,4000,4250,4525,4825,5150,5500,5875,6275,6700,7175,7675,8200,8775,9375,10025,10725,11475,12275,13125,14025,15000,16025,17125,18300,19550,20875,22300,23800,25400,27100,28925,30850,32900,35100,37425,39900,42525,45325,48300,51450,54800,58350,62125,66125,70375]",,"[72,75,77,80,85,91,96,101,107,112,117,123,128,133,139,147,155,163,171,179,187,195,205,216,227,237,251,264,280,296,315,333,355,376,400,427,453,483,515,549,587,627,669,715,765,819,875,936,1000,1069,1144,1224,1309,1400,1496,1600,1709,1827,1952,2085,2227,2379,2539,2709,2891,3085,3291,3509,3744,3992,4256,4536,4835,5152,5488,5845,6224,6627,7053,7507]","[167,167,167,167,333,333,333,333,333,333,333,333,333,333,333,500,500,500,500,500,500,500,667,667,667,667,833,833,1000,1000,1167,1167,1333,1333,1500,1667,1667,1833,2000,2167,2333,2500,2667,2833,3167,3333,3500,3833,4000,4333,4667,5000,5333,5667,6000,6500,6833,7333,7833,8333,8833,9500,10000,10667,11333,12167,12833,13667,14667,15500,16500,17500,18667,19833,21000,22333,23667,25167,26667,28333]",10
,15110111,劈乌,151101111,群鸦风暴-解放1,151101112,将斩魄刀化成飞行道具，飞至高空然后下落，攻击大范围敌人。,1减少间隔,15110108,pn_zcgf_2,,[15600607],,3,,2,1,1,9,12,,,"[253,262,272,281,300,319,337,356,375,394,412,431,450,469,487,516,544,572,600,628,656,684,722,759,797,834,881,928,984,1041,1106,1172,1247,1322,1406,1500,1594,1697,1809,1931,2062,2203,2353,2512,2691,2878,3075,3291,3516,3759,4022,4303,4603,4922,5259,5625,6009,6422,6862,7331,7828,8362,8925,9525,10162,10847,11569,12337,13162,14034,14962,15947,16997,18112,19294,20550,21881,23297,24797,26391]",,"[65,67,70,72,77,82,86,91,96,101,106,110,115,120,125,132,139,146,154,161,168,175,185,194,204,214,226,238,252,266,283,300,319,338,360,384,408,434,463,494,528,564,602,643,689,737,787,842,900,962,1030,1102,1178,1260,1346,1440,1538,1644,1757,1877,2004,2141,2285,2438,2602,2777,2962,3158,3370,3593,3830,4082,4351,4637,4939,5261,5602,5964,6348,6756]","[150,150,150,150,300,300,300,300,300,300,300,300,300,300,300,450,450,450,450,450,450,450,600,600,600,600,750,750,900,900,1050,1050,1200,1200,1350,1500,1500,1650,1800,1950,2100,2250,2400,2550,2850,3000,3150,3450,3600,3900,4200,4500,4800,5100,5400,5850,6150,6600,7050,7500,7950,8550,9000,9600,10200,10950,11550,12300,13200,13950,14850,15750,16800,17850,18900,20100,21300,22650,24000,25500]",10
,15110112,劈乌,151101121,群鸦风暴-解放2,151101122,将斩魄刀化成飞行道具，飞至高空然后下落，攻击大范围敌人。,2减少间隔+加攻速,15110108,pn_zcgf_2,15300705,[15600608],,3,,2,1,1,9,12,,,"[309,321,332,344,367,390,412,435,458,481,504,527,550,573,596,630,665,699,733,768,802,836,882,928,974,1020,1077,1134,1203,1272,1352,1432,1524,1616,1719,1833,1948,2074,2211,2360,2521,2693,2876,3071,3289,3518,3758,4022,4297,4595,4916,5259,5626,6016,6428,6875,7345,7849,8388,8960,9568,10221,10908,11642,12421,13257,14140,15079,16088,17153,18288,19491,20774,22138,23581,25117,26744,28474,30307,32255]",,"[79,82,85,88,94,100,106,111,117,123,129,135,141,147,153,161,170,179,188,197,205,214,226,238,249,261,276,290,308,326,346,367,390,414,440,469,499,531,566,604,645,689,736,786,842,901,962,1030,1100,1176,1258,1346,1440,1540,1646,1760,1880,2009,2147,2294,2449,2617,2793,2980,3180,3394,3620,3860,4118,4391,4682,4990,5318,5667,6037,6430,6846,7289,7759,8257]","[183,183,183,183,367,367,367,367,367,367,367,367,367,367,367,550,550,550,550,550,550,550,733,733,733,733,917,917,1100,1100,1283,1283,1467,1467,1650,1833,1833,2017,2200,2383,2567,2750,2933,3117,3483,3667,3850,4217,4400,4767,5133,5500,5867,6233,6600,7150,7517,8067,8617,9167,9717,10450,11000,11733,12467,13383,14117,15033,16133,17050,18150,19250,20533,21817,23100,24567,26033,27683,29333,31167]",10
,15110701,冰轮丸,151107011,冰轮丸普攻1,151107012,冰轮丸普攻1,,15110701,blw_att1,15200301,[15600701],,3,"[[15110701,15110702,15110703]]",1,1,2,0,4,,,"[591,612,634,656,700,744,788,831,875,919,962,1006,1050,1094,1138,1203,1269,1334,1400,1466,1531,1597,1684,1772,1859,1947,2056,2166,2297,2428,2581,2734,2909,3084,3281,3500,3719,3959,4222,4506,4812,5141,5491,5862,6278,6716,7175,7678,8203,8772,9384,10041,10741,11484,12272,13125,14022,14984,16012,17106,18266,19512,20825,22225,23712,25309,26994,28788,30712,32747,34912,37209,39659,42262,45019,47950,51056,54359,57859,61578]",,,,10
,15110702,冰轮丸,151107021,冰轮丸普攻2,151107022,冰轮丸普攻2,,15110702,blw_att2,15200301,[15600701],,0,,1,1,2,0,4,,,"[591,612,634,656,700,744,788,831,875,919,962,1006,1050,1094,1138,1203,1269,1334,1400,1466,1531,1597,1684,1772,1859,1947,2056,2166,2297,2428,2581,2734,2909,3084,3281,3500,3719,3959,4222,4506,4812,5141,5491,5862,6278,6716,7175,7678,8203,8772,9384,10041,10741,11484,12272,13125,14022,14984,16012,17106,18266,19512,20825,22225,23712,25309,26994,28788,30712,32747,34912,37209,39659,42262,45019,47950,51056,54359,57859,61578]",,,,10
,15110703,冰轮丸,151107031,冰轮丸普攻3,151107032,冰轮丸普攻3,,15110703,blw_att3,15200301,[15600701],,0,,1,1,2,0,4,,,"[591,612,634,656,700,744,788,831,875,919,962,1006,1050,1094,1138,1203,1269,1334,1400,1466,1531,1597,1684,1772,1859,1947,2056,2166,2297,2428,2581,2734,2909,3084,3281,3500,3719,3959,4222,4506,4812,5141,5491,5862,6278,6716,7175,7678,8203,8772,9384,10041,10741,11484,12272,13125,14022,14984,16012,17106,18266,19512,20825,22225,23712,25309,26994,28788,30712,32747,34912,37209,39659,42262,45019,47950,51056,54359,57859,61578]",,,,10
,15110704,冰轮丸,151107041,0,151107042,0,,15110704,blw_att4,,,,0,,1,1,2,0,6,,,"[394,408,423,438,467,496,525,554,583,612,642,671,700,729,758,802,846,890,933,977,1021,1065,1123,1181,1240,1298,1371,1444,1531,1619,1721,1823,1940,2056,2188,2333,2479,2640,2815,3004,3208,3427,3660,3908,4185,4477,4783,5119,5469,5848,6256,6694,7160,7656,8181,8750,9348,9990,10675,11404,12177,13008,13883,14817,15808,16873,17996,19192,20475,21831,23275,24806,26440,28175,30012,31967,34038,36240,38573,41052]",,,,10
,15110705,冰轮丸,151107051,0,151107052,0,,15110705,blw_att5,,,,0,,1,1,2,0,6,,,"[394,408,423,438,467,496,525,554,583,612,642,671,700,729,758,802,846,890,933,977,1021,1065,1123,1181,1240,1298,1371,1444,1531,1619,1721,1823,1940,2056,2188,2333,2479,2640,2815,3004,3208,3427,3660,3908,4185,4477,4783,5119,5469,5848,6256,6694,7160,7656,8181,8750,9348,9990,10675,11404,12177,13008,13883,14817,15808,16873,17996,19192,20475,21831,23275,24806,26440,28175,30012,31967,34038,36240,38573,41052]",,,,10
,15110706,冰轮丸,151107061,群鸟冰柱,151107062,利用冰轮丸的力量，制造出冰墙，然后将冰墙打碎形成连环冰弹攻击敌人。,,15110706,blw_qnbz_1,,"[15600702,15600703]",,2,,2,1,2,7,6,,,"[562,583,604,625,667,708,750,792,833,875,917,958,1000,1042,1083,1146,1208,1271,1333,1396,1458,1521,1604,1688,1771,1854,1958,2062,2188,2312,2458,2604,2771,2938,3125,3333,3542,3771,4021,4292,4583,4896,5229,5583,5979,6396,6833,7312,7812,8354,8938,9562,10229,10938,11688,12500,13354,14271,15250,16292,17396,18583,19833,21167,22583,24104,25708,27417,29250,31188,33250,35438,37771,40250,42875,45667,48625,51771,55104,58646]",,"[72,75,77,80,85,91,96,101,107,112,117,123,128,133,139,147,155,163,171,179,187,195,205,216,227,237,251,264,280,296,315,333,355,376,400,427,453,483,515,549,587,627,669,715,765,819,875,936,1000,1069,1144,1224,1309,1400,1496,1600,1709,1827,1952,2085,2227,2379,2539,2709,2891,3085,3291,3509,3744,3992,4256,4536,4835,5152,5488,5845,6224,6627,7053,7507]","[167,167,167,167,333,333,333,333,333,333,333,333,333,333,333,500,500,500,500,500,500,500,667,667,667,667,833,833,1000,1000,1167,1167,1333,1333,1500,1667,1667,1833,2000,2167,2333,2500,2667,2833,3167,3333,3500,3833,4000,4333,4667,5000,5333,5667,6000,6500,6833,7333,7833,8333,8833,9500,10000,10667,11333,12167,12833,13667,14667,15500,16500,17500,18667,19833,21000,22333,23667,25167,26667,28333]",10
,15110707,冰轮丸,151107071,冰龙旋尾 绝空,151107072,向前方施展范围极广的冰冻斩击，刀尖所划过的方向都会变为冰冻区域。,,15110707,blw_blxwjk_1,,,,1,,2,1,2,5,2,,,"[2025,2100,2175,2250,2400,2550,2700,2850,3000,3150,3300,3450,3600,3750,3900,4125,4350,4575,4800,5025,5250,5475,5775,6075,6375,6675,7050,7425,7875,8325,8850,9375,9975,10575,11250,12000,12750,13575,14475,15450,16500,17625,18825,20100,21525,23025,24600,26325,28125,30075,32175,34425,36825,39375,42075,45000,48075,51375,54900,58650,62625,66900,71400,76200,81300,86775,92550,98700,105300,112275,119700,127575,135975,144900,154350,164400,175050,186375,198375,211125]",,"[86,90,93,96,102,109,115,122,128,134,141,147,154,160,166,176,186,195,205,214,224,234,246,259,272,285,301,317,336,355,378,400,426,451,480,512,544,579,618,659,704,752,803,858,918,982,1050,1123,1200,1283,1373,1469,1571,1680,1795,1920,2051,2192,2342,2502,2672,2854,3046,3251,3469,3702,3949,4211,4493,4790,5107,5443,5802,6182,6586,7014,7469,7952,8464,9008]","[200,200,200,200,400,400,400,400,400,400,400,400,400,400,400,600,600,600,600,600,600,600,800,800,800,800,1000,1000,1200,1200,1400,1400,1600,1600,1800,2000,2000,2200,2400,2600,2800,3000,3200,3400,3800,4000,4200,4600,4800,5200,5600,6000,6400,6800,7200,7800,8200,8800,9400,10000,10600,11400,12000,12800,13600,14600,15400,16400,17600,18600,19800,21000,22400,23800,25200,26800,28400,30200,32000,34000]",10
,15110708,冰轮丸,151107081,冰龙波,151107082,利用溢出的灵压创造出来的冰之龙，利用巨大的水量将对手冻结。一定概率造成冰冻。,,15110708,blw_blb_1,15200302,,,3,,2,1,2,9,14,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,"[101,105,108,112,119,127,134,142,149,157,164,172,179,187,194,205,217,228,239,250,261,273,287,302,317,332,351,370,392,414,441,467,497,526,560,597,635,676,721,769,821,877,937,1001,1071,1146,1225,1310,1400,1497,1602,1714,1833,1960,2094,2240,2393,2557,2733,2919,3117,3330,3554,3793,4047,4319,4607,4913,5242,5589,5958,6350,6769,7213,7683,8183,8714,9277,9875,10509]","[233,233,233,233,467,467,467,467,467,467,467,467,467,467,467,700,700,700,700,700,700,700,933,933,933,933,1167,1167,1400,1400,1633,1633,1867,1867,2100,2333,2333,2567,2800,3033,3267,3500,3733,3967,4433,4667,4900,5367,5600,6067,6533,7000,7467,7933,8400,9100,9567,10267,10967,11667,12367,13300,14000,14933,15867,17033,17967,19133,20533,21700,23100,24500,26133,27767,29400,31267,33133,35233,37333,39667]",10
,15110709,冰轮丸,151107091,冰龙波-灵魂1,151107092,利用溢出的灵压创造出来的冰之龙，利用巨大的水量将对手冻结。一定概率造成冰冻。,,15110708,blw_blb_1,15102706,,,3,,2,1,2,9,14,,,"[350,362,375,388,414,440,466,492,518,544,570,596,621,647,673,712,751,790,829,867,906,945,997,1049,1100,1152,1217,1282,1359,1437,1528,1618,1722,1825,1942,2071,2201,2343,2499,2667,2848,3042,3250,3470,3716,3975,4246,4544,4855,5192,5554,5942,6357,6797,7263,7768,8299,8868,9477,10124,10810,11548,12325,13154,14034,14979,15976,17038,18177,19381,20662,22022,23472,25012,26644,28379,30217,32172,34243,36444]",,"[104,108,112,116,124,131,139,147,155,162,170,178,186,193,201,213,224,236,247,259,271,282,298,313,329,344,363,383,406,429,456,483,514,545,580,619,657,700,746,797,851,909,971,1036,1110,1187,1268,1357,1450,1551,1659,1775,1899,2030,2169,2320,2479,2649,2830,3024,3229,3449,3681,3929,4191,4474,4771,5089,5429,5788,6171,6577,7010,7470,7958,8476,9025,9609,10227,10885]","[242,242,242,242,483,483,483,483,483,483,483,483,483,483,483,725,725,725,725,725,725,725,967,967,967,967,1208,1208,1450,1450,1692,1692,1933,1933,2175,2417,2417,2658,2900,3142,3383,3625,3867,4108,4592,4833,5075,5558,5800,6283,6767,7250,7733,8217,8700,9425,9908,10633,11358,12083,12808,13775,14500,15467,16433,17642,18608,19817,21267,22475,23925,25375,27067,28758,30450,32383,34317,36492,38667,41083]",10
