$,int,int,Skip,int,int,int,int,int,int,int,Array,int,int,Boolean,int,int,Array,Array,Array,int,Array,int,Array,Array,Array,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int
,14105089,141050891,灵力与精神之路89层,,14104019,,75,479000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16250,24917]","[1,2]","[3000,6000]",0,1462930,0,0,0,167192,167192,167192,167192,10031520,0,1044950,0,188091,188091,188091,188091,13
,14105090,141050901,灵力与精神之路90层,,14104020,,75,479000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16250,24917]","[1,2]","[3000,6000]",0,1462930,0,0,0,167192,167192,167192,167192,10031520,0,1044950,0,188091,188091,188091,188091,13
,14105091,141050911,灵力与精神之路91层,,14104017,,76,509000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16200,24894]","[1,2]","[3000,6000]",0,1575770,0,0,0,180088,180088,180088,180088,10805280,0,1125550,0,202599,202599,202599,202599,13
,14105092,141050921,灵力与精神之路92层,,14104017,,76,509000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16200,24894]","[1,2]","[3000,6000]",0,1575770,0,0,0,180088,180088,180088,180088,10805280,0,1125550,0,202599,202599,202599,202599,13
,14105093,141050931,灵力与精神之路93层,,14104017,,77,549000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16150,24870]","[1,2]","[3000,6000]",0,1695680,0,0,0,193792,193792,193792,193792,11627520,0,1211200,0,218016,218016,218016,218016,13
,14105094,141050941,灵力与精神之路94层,,14104017,,77,549000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16150,24870]","[1,2]","[3000,6000]",0,1695680,0,0,0,193792,193792,193792,193792,11627520,0,1211200,0,218016,218016,218016,218016,13
,14105095,141050951,灵力与精神之路95层,,14104018,,78,589000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16100,24847]","[1,2]","[3000,6000]",0,1822940,0,0,0,208336,208336,208336,208336,12500160,0,1302100,0,234378,234378,234378,234378,13
,14105096,141050961,灵力与精神之路96层,,14104019,,78,589000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16100,24847]","[1,2]","[3000,6000]",0,1822940,0,0,0,208336,208336,208336,208336,12500160,0,1302100,0,234378,234378,234378,234378,13
,14105097,141050971,灵力与精神之路97层,,14104019,,79,629000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16050,24824]","[1,2]","[3000,6000]",0,1958250,0,0,0,223800,223800,223800,223800,13428000,0,1398750,0,251775,251775,251775,251775,13
,14105098,141050981,灵力与精神之路98层,,14104019,,79,629000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16050,24824]","[1,2]","[3000,6000]",0,1958250,0,0,0,223800,223800,223800,223800,13428000,0,1398750,0,251775,251775,251775,251775,13
,14105099,141050991,灵力与精神之路99层,,14104019,,80,679000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16000,24800]","[1,2]","[3000,6000]",0,2101750,0,0,0,240200,240200,240200,240200,14412000,0,1501250,0,270225,270225,270225,270225,13
,14105100,141051001,灵力与精神之路100层,,14104020,,80,679000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16000,24800]","[1,2]","[3000,6000]",0,2101750,0,0,0,240200,240200,240200,240200,14412000,0,1501250,0,270225,270225,270225,270225,13
,14188888,141888881,测试用关卡,,14188888,,20,0,1,2,,0,0,TRUE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,1000000000,0,0,0,10,2000,10,2000,9999999990,0,0,0,50,5000,50,500,5
